# Generated by scripts/import-romance-lexicons.py; do not edit.
# Lexical pronunciation authority: Montreal Forced Aligner Portuguese dictionaries.
# Pinned mfa-models commit: d6eff86a42c6a90b641e17dfdf7a16555b934483.
# Sources: dictionary/portuguese/brazil_mfa/portuguese_brazil_mfa.dict, dictionary/portuguese/portugal_mfa/portuguese_portugal_mfa.dict.
# Source MFA phones are retained verbatim after NFC normalization.
# word	dialect-membership	mfa-phones
senciente	brazil	s ẽ s i ẽ tʃ i
senciente	portugal	s ẽ s j ẽ t ɨ
senda	portugal	s ẽ d ɐ
sendeiro	portugal	s ẽ d ɐ j ɾ u
sendito	portugal	s ẽ d i t u
sendo	brazil+portugal	s ẽ d u
sendos	brazil	s ẽ d u s
seneca	portugal	s ɨ n ɛ k ɐ
senectude	brazil	s i n e c i t u dʒ i
senectude	portugal	s ɨ n ɛ k t u ð ɨ
senectus	portugal	s ɨ n ɛ k t u ʃ
senegal	portugal	s ɨ n ɨ ɣ a l
sengole	portugal	s ẽ ɡ ɔ l ɨ
sengés	brazil	s ẽ ʒ ɛ s
sengés	portugal	s ẽ ʒ ɛ ʃ
senha	portugal	s e ɲ ɐ
senha	portugal	s ɐ j ɲ ɐ
senhas	brazil	s ẽ j̃ ɐ s
senhas	portugal	s ɨ ɲ ɐ ʃ
senheiro	portugal	s ɨ ɲ e j ɾ u
senheiro	portugal	s ɨ ɲ ɐ j ɾ u
senho	portugal	s ɨ ɲ u
senhoir	portugal	s ɨ ɲ o i ɾ
senhor	brazil	s ẽ j̃ o x
senhor	portugal	s ɨ ɲ o ɾ
senhora	brazil	s ẽ j̃ ɔ ɾ ɐ
senhora	portugal	s ɨ ɲ o ɾ ɐ
senhoras	portugal	s ɨ ɲ o ɾ ɐ ʃ
senhoreando	portugal	s ɨ ɲ o ɾ j ɐ̃ d u
senhorear	portugal	s ɨ ɲ o ɾ j a ɾ
senhoreavam	portugal	s ɨ ɲ o ɾ j a v ɐ̃ w̃
senhoreou	portugal	s ɨ ɲ o ɾ j o w
senhores	portugal	s ɨ ɲ o ɾ ɨ ʃ
senhoria	portugal	s ɨ ɲ u ɾ i ɐ
senhorial	portugal	s ɨ ɲ u ɾ j a l
senhorias	portugal	s ɨ ɲ o ɾ j ɐ ʃ
senhoril	portugal	s ɨ ɲ o ɾ i l
senhorilmente	portugal	s ɨ ɲ o ɾ i l m ẽ t ɨ
senhorinha	portugal	s ɨ ɲ u ɾ i ɲ ɐ
senhorinhas	portugal	s ɨ ɲ u ɾ i ɲ ɐ ʃ
senhorio	brazil	s ẽ j̃ o ɾ i w
senhorio	portugal	s ɨ ɲ u ɾ i u
senhoris	portugal	s ɨ ɲ u ɾ i ʃ
senhorita	brazil	s ẽ j̃ o ɾ i t ɐ
senhorita	portugal	s ɨ ɲ o ɾ i t ɐ
senhoritas	brazil	s ẽ j̃ o ɾ i t ɐ s
senhoritas	portugal	s ɨ ɲ o ɾ i t ɐ ʃ
senhorzinho	brazil	s ẽ j̃ o x z ĩ j̃ u
senhorzinho	portugal	s ɨ ɲ o ɾ z i ɲ u
senhóra	portugal	s ɨ ɲ ɔ ɾ ɐ
senhôra	portugal	s ɨ ɲ o ɾ ɐ
senija	brazil	s e ɲ i ʒ ɐ
senija	portugal	s ɨ n i ʒ ɐ
senilidade	portugal	s ɨ n i l i ð a ð ɨ
senio	portugal	s ɨ n j u
senior	portugal	s ɨ n j ɔ ɾ
seniores	portugal	s ɨ n j ɔ ɾ ɨ ʃ
senlimentos	portugal	s ẽ l i m ẽ t u ʃ
senliora	portugal	s ẽ l j u ɾ ɐ
senna	portugal	s ẽ n ɐ
seno	brazil+portugal	s e n u
senra	portugal	s ẽ ʁ ɐ
sensaboria	portugal	s ẽ s ɐ β u ɾ i ɐ
sensaborias	portugal	s ẽ s ɐ β u ɾ j ɐ ʃ
sensacionais	portugal	s ẽ s ɐ s j u n a j ʃ
sensacional	brazil	s ẽ s a s j o n a w
sensacional	portugal	s ẽ s ɐ s j u n a l
sensacionalista	portugal	s ẽ s ɐ s j u n ɐ l i ʃ t ɐ
sensata	brazil+portugal	s ẽ s a t ɐ
sensatamente	portugal	s ẽ s a t ɐ m ẽ t ɨ
sensatas	portugal	s ẽ s a t ɐ ʃ
sensatez	brazil	s ẽ s a t e j s
sensato	brazil+portugal	s ẽ s a t u
sensatos	portugal	s ẽ s a t u ʃ
sensação	brazil	s ẽ s a s ɐ̃ w̃
sensação	portugal	s ẽ s ɐ s ɐ̃ w̃
sensações	brazil	s ẽ s a s õ j̃ s
sensações	portugal	s ẽ s ɐ s õ j̃ ʃ
sensibilidade	brazil	s ẽ s i b i ʎ i d a dʒ i
sensibilidade	portugal	s ẽ s i β i l i ð a ð ɨ
sensibilidades	portugal	s ẽ s i β i l i ð a ð ɨ ʃ
sensibilizada	portugal	s ẽ s i β i l i z a d ɐ
sensibilizado	portugal	s ẽ s i β i l i z a ð u
sensibilizados	portugal	s ẽ s i β i l i z a ð u ʃ
sensibilizar	portugal	s ẽ s i β i l i z a ɾ
sensibilização	portugal	s ẽ s i β i l i z ɐ s ɐ̃ w̃
sensibilizou	brazil	s ẽ s i b i ʎ i z o w
sensibilizou	portugal	s ẽ s i β i l i z o w
sensitivas	portugal	s ẽ s i t i v ɐ ʃ
sensiveis	portugal	s ẽ s i v ɛ ʃ
sensivel	portugal	s ẽ s i v ɛ l
sensivelmente	portugal	s ẽ s i v ɛ l m ẽ t ɨ
senso	brazil+portugal	s ẽ s u
sensor	portugal	s ẽ s o ɾ
sensores	portugal	s ẽ s o ɾ ɨ ʃ
sensoriais	portugal	s ẽ s u ɾ j a i ʃ
sensorial	portugal	s ẽ s u ɾ j a l
sensorialmente	portugal	s ẽ s u ɾ j a l m ẽ t ɨ
sensorium	portugal	s ẽ s o ɾ i ũ
senssualidade	portugal	s ẽ s w ɐ l i ð a ð ɨ
sensuais	portugal	s ẽ s w a j ʃ
sensual	brazil	s ẽ s u a w
sensual	portugal	s ẽ s w a l
sensualidade	brazil	s ẽ s w a ʎ i d a dʒ i
sensualidade	portugal	s ẽ s w ɐ l i ð a ð ɨ
sensualismo	portugal	s ẽ s w ɐ l i ʒ m u
sensualmente	portugal	s ẽ s w a l m ẽ t ɨ
sensíveis	brazil	s ẽ s i v e j s
sensíveis	portugal	s ẽ s i v ɛ ʃ
sensível	brazil+portugal	s ẽ s i v e w
sensóricos	portugal	s ẽ s ɔ ɾ i k u ʃ
senta	brazil+portugal	s ẽ t ɐ
sentada	portugal	s ẽ t a ð ɐ
sentadas	brazil	s ẽ t a d ɐ s
sentadas	portugal	s ẽ t a ð ɐ ʃ
sentadinha	portugal	s ẽ t ɐ ð i ɲ ɐ
sentadinho	portugal	s ẽ t a dʒ i ɲ u
sentado	brazil	s ẽ t a d u
sentado	portugal	s ẽ t a ð u
sentados	brazil	s ẽ t a d u s
sentados	portugal	s ẽ t a ð u ʃ
sentai	brazil+portugal	s ẽ t a j
sentam	brazil+portugal	s ẽ t ɐ̃ w̃
sentamo	portugal	s ẽ t ɐ m u
sentamos	brazil	s ẽ t ɐ m u s
sentamos	portugal	s ẽ t a m u ʃ
sentando	brazil+portugal	s ẽ t ɐ̃ d u
sentandose	portugal	s ẽ t ɐ̃ d ɔ z i
sentar	brazil	s ẽ t a x
sentar	portugal	s ẽ t a ɾ
sentara	portugal	s ẽ t a ɾ ɐ
sentaram	brazil+portugal	s ẽ t a ɾ ɐ̃ w̃
sentarem	portugal	s ẽ t a ɾ ɐ̃ j̃
sentasse	portugal	s ẽ t a s ɨ
sentassem	portugal	s ẽ t s ɐ̃ j̃
sentaste	portugal	s ẽ t a ʃ t ɨ
sentava	portugal	s ẽ t a v ɐ
sentavam	portugal	s ẽ t a v ɐ̃ w̃
sente	brazil	s ẽ tʃ i
sente	portugal	s ẽ t ɨ
sentei	brazil+portugal	s ẽ t e j
sentem	brazil	s ẽ t ẽ j̃
sentem	portugal	s ẽ t ɐ̃ j̃
sentemo	portugal	s ẽ t ɨ m u
sentenceamos	portugal	s ẽ t ẽ s j ɐ m u ʃ
sentenciado	portugal	s ẽ t ẽ s j a ð u
sentenciados	portugal	s ẽ t ẽ s j a ð u ʃ
sentenciamos	portugal	s ẽ t ẽ s j a m u ʃ
sentenciar	brazil	s ẽ t ẽ s i a x
sentenciar	portugal	s ẽ t ẽ s j a ɾ
sentenciarei	brazil	s ẽ t ẽ s j a ɾ e j
sentenciava	portugal	s ẽ t ẽ s j a v ɐ
sentenciosamente	portugal	s ẽ t ẽ s j ɔ z ɐ m ẽ t ɨ
sentencioso	portugal	s ẽ t ẽ s j o z u
sentenciou	brazil	s ẽ t ẽ s i o w
sentenciou	portugal	s ẽ t ẽ s j o w
sententia	portugal	s ẽ t ẽ t i ɐ
sentença	brazil	s ẽ t ẽ s a
sentença	brazil+portugal	s ẽ t ẽ s ɐ
sentenças	brazil	s ẽ t ẽ s ɐ s
sentenças	portugal	s ẽ t ẽ s ɐ ʃ
senterada	brazil	s ẽ t ɛ ɾ a d ɐ
senterada	portugal	s ẽ t e ɾ a ð ɐ
sentes	portugal	s ẽ t ɨ ʃ
senti	brazil	s ẽ tʃ i
senti	portugal	s ẽ t i
sentia	portugal	s ẽ t i ɐ
sentiam	brazil	s ẽ tʃ i ɐ̃ w̃
sentiam	portugal	s ẽ t i ɐ̃ w̃
sentiase	portugal	s ẽ t i a z ɨ
sentida	portugal	s ẽ t i ð ɐ
sentidamente	portugal	s ẽ t i ð ɐ m ẽ t ɨ
sentidas	portugal	s ẽ t i ð ɐ ʃ
sentido	brazil	s ẽ tʃ i d o
sentido	brazil	s ẽ tʃ i d u
sentido	portugal	s ẽ t i ð u
sentidos	brazil	s ẽ tʃ i d u s
sentidos	portugal	s ẽ t i ð u ʃ
sentil	portugal	s ẽ t i l
sentimentais	portugal	s ẽ t i m ẽ t a j ʃ
sentimental	brazil	s ẽ tʃ i m ẽ t a w
sentimental	portugal	s ẽ t i m ẽ t a l
sentimentalismo	portugal	s ẽ t i m ẽ t ɐ l i ʒ m u
sentimentalista	portugal	s ẽ t i m ẽ t ɐ l i ʃ t ɐ
sentimento	brazil	s ẽ tʃ i m ẽ t u
sentimento	portugal	s ẽ t i m ẽ t u
sentimentos	brazil	s ẽ tʃ i m ẽ t u s
sentimentos	portugal	s ẽ t i m ẽ t u ʃ
sentimo	portugal	s ẽ t i m u
sentimos	brazil	s ẽ tʃ i m u s
sentimos	portugal	s ẽ t i m u ʃ
sentina	portugal	s ẽ t i n ɐ
sentindo	brazil	s ẽ tʃ ĩ d u
sentindo	portugal	s ẽ t ĩ d u
sentindose	portugal	s ẽ t ĩ d ɔ z i
sentinela	brazil	s ẽ tʃ i n ɛ l ɐ
sentinela	portugal	s ẽ t i n ɛ l ɐ
sentinelas	brazil	s ẽ tʃ i n ɛ l ɐ s
sentinelas	portugal	s ẽ t i n ɛ l ɐ ʃ
sentinella	portugal	s ẽ t i n ɛ l ɐ
sentir	brazil	s ĩ tʃ i x
sentir	brazil	s ẽ tʃ i x
sentir	portugal	s ẽ t i ɾ
sentira	portugal	s ẽ t i ɾ ɐ
sentiram	brazil	s ẽ tʃ i ɾ ɐ̃ w̃
sentiram	portugal	s ẽ t i ɾ ɐ̃ w̃
sentirdes	portugal	s ẽ t i ɾ ð ɨ ʃ
sentirei	portugal	s ẽ t i ɾ ɐ j
sentirem	brazil	s ẽ tʃ i ɾ ẽ j̃
sentirem	portugal	s ẽ t i ɾ ɐ̃ j̃
sentires	portugal	s ẽ t i ɾ ɨ ʃ
sentiria	brazil	s ẽ tʃ i ɾ i ɐ
sentiria	portugal	s ẽ t i ɾ i ɐ
sentiriam	portugal	s ẽ t i ɾ i ɐ̃ w̃
sentirmos	portugal	s ẽ t i ɾ m u ʃ
sentirá	brazil	s ẽ tʃ i ɾ a
sentirá	portugal	s ẽ t i ɾ a
sentirão	brazil	s ẽ tʃ i ɾ ɐ̃ w̃
sentirão	portugal	s ẽ t i ɾ ɐ̃ w̃
sentis	portugal	s ẽ t i ʃ
sentisse	brazil	s ẽ tʃ i s i
sentisse	portugal	s ẽ t i s ɨ
sentissem	portugal	s ẽ t i s ɐ̃ j̃
sentiste	portugal	s ẽ t i ʃ t ɨ
sentiu	brazil	s ẽ tʃ i w
sentiu	portugal	s ẽ t i w
sento	brazil+portugal	s ẽ t u
sentou	brazil+portugal	s ẽ t o w
sentoume	portugal	s ẽ t w u m ɨ
sentá	portugal	s ẽ t a
sentávamo	portugal	s ẽ t a v a m u
sentávamos	portugal	s ẽ t a v a m u ʃ
sentía	portugal	s ẽ t i ɐ
sentíamos	portugal	s ẽ t i ɐ m u ʃ
senzala	portugal	s ẽ z a l ɐ
senzalas	portugal	s ẽ z l ɐ ʃ
senão	brazil	s e n ɐ̃ w̃
senão	portugal	s ɨ n ɐ̃ w̃
senéctude	portugal	s ɨ n ɛ k t u ð ɨ
senípre	portugal	s ɨ n i p ɾ ɨ
senões	portugal	s ẽ õ j̃ ʃ
seol	portugal	s e ɔ l
seor	portugal	s e o ɾ
seora	portugal	s e ɔ ɾ ɐ
separa	brazil	s e p a ɾ a
separa	portugal	s ɨ p ɐ ɾ ɐ
separada	brazil	s e p a ɾ a d ɐ
separada	portugal	s ɨ p ɐ ɾ a ð ɐ
separadamente	brazil	s e p a ɾ a d ɐ m ẽ tʃ i
separadamente	portugal	s ɨ p ɐ ɾ a d ɐ m ẽ t ɨ
separadas	brazil	s e p a ɾ a d ɐ s
separadas	portugal	s ɨ p ɐ ɾ a ð ɐ ʃ
separado	brazil	s e p a ɾ a d u
separado	portugal	s ɨ p ɐ ɾ a ð u
separador	brazil	s e p a ɾ a d o x
separador	portugal	s ɨ p ɐ ɾ ɐ ð o ɾ
separadores	portugal	s ɨ p ɐ ɾ ɐ ð o ɾ ɨ ʃ
separados	brazil	s e p a ɾ a d u s
separados	portugal	s ɨ p ɐ ɾ a ð u ʃ
separam	portugal	s ɨ p ɐ ɾ ɐ̃ w̃
separamo	portugal	s ɨ p ɐ ɾ a m u
separamos	portugal	s ɨ p ɐ ɾ a m u ʃ
separando	brazil	s e p a ɾ ɐ̃ d u
separando	portugal	s ɨ p ɐ ɾ ɐ̃ d u
separar	brazil	s e p a ɾ a x
separar	portugal	s ɨ p ɐ ɾ a ɾ
separara	portugal	s ɨ p ɐ ɾ a ɾ ɐ
separaram	brazil	s e p a ɾ a ɾ ɐ̃ w̃
separaram	portugal	s ɨ p ɐ ɾ a ɾ ɐ̃ w̃
separarei	portugal	s ɨ p ɐ ɾ a ʁ e j
separarem	brazil	s e p a ɾ a ɾ ẽ j̃
separarem	portugal	s ɨ p ɐ ɾ a ɾ ɐ̃ j̃
separaria	portugal	s ɨ p ɐ ɾ ɐ ɾ i ɐ
separarmo	portugal	s ɨ p ɐ ɾ ɐ ɾ m u
separarmos	portugal	s ɨ p ɐ ɾ a ɾ m u ʃ
separarse	portugal	s ɨ p ɐ ɾ a ʁ s i
separarão	brazil	s e p a ɾ a ɾ ɐ̃ w̃
separasse	portugal	s ɨ p ɐ ɾ ɐ s ɨ
separaste	portugal	s ɨ p ɐ ɾ ɐ ʃ t ɨ
separatista	brazil	s e p a ɾ a tʃ i s t ɐ
separatista	portugal	s ɨ p ɐ ɾ ɐ t i ʃ t ɐ
separatistas	portugal	s ɨ p ɐ ɾ ɐ t i ʃ t ɐ ʃ
separava	brazil	s e p a ɾ a v ɐ
separava	portugal	s ɨ p ɐ ɾ a v ɐ
separavam	brazil	s e p a ɾ a v ɐ̃ w̃
separavam	portugal	s ɨ p ɐ ɾ a v ɐ̃ w̃
separação	brazil	s e p a ɾ ɐ s ɐ̃ w̃
separação	portugal	s ɨ p ɐ ɾ ɐ s ɐ̃ w̃
separações	portugal	s ɨ p ɐ ɾ ɐ s õ j̃ ʃ
separe	brazil	s e p a ɾ e
separe	portugal	s ɨ p ɐ ɾ ɨ
separei	portugal	s ɨ p ɐ ɾ ɐ j
separem	portugal	s ɨ p ɐ ɾ ɐ̃ j̃
separemo	portugal	s ɨ p ɐ ɾ e m u
separemos	portugal	s ɨ p a ɾ e m u ʃ
separou	brazil	s e p a ɾ o w
separou	portugal	s ɨ p ɐ ɾ o w
separá	brazil	s e p a ɾ a
separá	portugal	s ɨ p ɐ ɾ a
separámos	portugal	s ɨ p ɐ ɾ a m u ʃ
separávamo	portugal	s ɨ p ɐ ɾ a v ɐ m u
sepetiba	portugal	s ɨ p ɨ t i b ɐ
sepse	portugal	s ɛ p s i
septentrionaes	portugal	s ɛ p t ẽ t ɾ j o n a j s
septenários	portugal	s ɨ p ɛ n a ɾ j u ʃ
septicemia	brazil	s e p tʃ i s e m i ɐ
septicémico	brazil	s e p tʃ i s e m i k u
septimano	portugal	s ɛ p t i m ɐ n u
septuagésimo	portugal	s ɛ p t w a ʒ ɛ z i m u
sepulchral	portugal	s ɨ p u l ʃ ɾ a l
sepulchro	portugal	s ɨ p u l ʃ ɾ u
sepulcrais	portugal	s ɨ p u l k ɾ a j ʃ
sepulcral	portugal	s ɨ p u l k ɾ a l
sepulcro	portugal	s ɨ p u l k ɾ u
sepulcros	portugal	s ɨ p u l k ɾ u ʃ
sepult	portugal	s ɨ p u l t
sepulta	portugal	s ɨ p u l t ɐ
sepultada	portugal	s ɨ p u l t a ð ɐ
sepultado	portugal	s ɨ p u l t a ð u
sepultados	portugal	s ɨ p u l t a ð u ʃ
sepultamento	brazil	s e p u w t a m ẽ t u
sepultamento	portugal	s ɨ p u l t ɐ m ẽ t u
sepultando	brazil	s e p u w t ɐ̃ d u
sepultando	portugal	s ɨ p u l t ɐ̃ d u
sepultar	brazil	s e p u w t a x
sepultar	portugal	s ɨ p u l t a ɾ
sepultara	portugal	s ɨ p u l t a ɾ ɐ
sepultaram	portugal	s ɨ p u l t a ɾ ɐ̃ w̃
sepultarei	portugal	s ɨ p u l t a ʁ e j
sepultarás	portugal	s ɨ p u l t ɐ ɾ a ʃ
sepultas	portugal	s ɨ p u l t ɐ ʃ
sepultava	portugal	s ɨ p u l t a v ɐ
sepulte	portugal	s ɨ p u l t ɨ
sepultei	portugal	s ɨ p u l t e j
sepultemos	portugal	s ɨ p u l t e m u ʃ
sepultos	portugal	s ɨ p u l t u ʃ
sepultou	portugal	s ɨ p u l t o w
sepultura	brazil	s e p u w t u ɾ ɐ
sepultura	portugal	s ɨ p u l t u ɾ ɐ
sepulturas	portugal	s ɨ p u l t u ɾ ɐ ʃ
sepulturazinha	portugal	s ɨ p u l t u ɾ ɐ z i ɲ ɐ
sepúlveda	portugal	s ɨ p u l v ɛ ð ɐ
sequazes	portugal	s ɨ k w a z ɨ ʃ
seque	brazil	s ɛ c i
seque	portugal	s ɛ k ɨ
sequela	portugal	s ɨ c ɛ l ɐ
sequelas	portugal	s ɨ c ɛ l ɐ ʃ
sequencia	portugal	s ɨ k w ẽ s j a
sequenciamento	brazil	s e k w ẽ s j a m ẽ t u
sequenciamento	portugal	s ɨ k w ẽ s j a m ẽ t u
sequenciando	brazil	s e k w ẽ s i ɐ̃ d u
sequenciando	portugal	s ɨ k w ẽ s j ɐ̃ d u
sequenciar	portugal	s ɨ k w ẽ s j a ɾ
sequer	brazil	s e c e x
sequer	portugal	s ɨ c ɛ ɾ
sequestra	portugal	s ɨ c ɛ ʃ t ɾ ɐ
sequestradas	portugal	s ɨ c ɛ ʃ t ɾ ɐ d ɐ ʃ
sequestrado	brazil	s e k w e s t x a d u
sequestrado	portugal	s ɨ c ɛ ʃ t ɾ a ð u
sequestrador	brazil	s e k w e s t ɾ a d o x
sequestrador	portugal	s ɨ c ɛ ʃ t ɾ ɐ d o ɾ
sequestradores	brazil	s e k w e s t x a d o ɾ i s
sequestradores	portugal	s ɨ c ɛ ʃ t ɾ ɐ d o ɾ ɨ ʃ
sequestrar	brazil	s e k w e s t x a ɾ
sequestrar	portugal	s ɨ c ɛ ʃ t ɾ a ɾ
sequestraram	brazil	s e k w e s t x a ɾ ɐ̃ w̃
sequestraram	portugal	s ɨ c ɛ ʃ t ɾ a ɾ ɐ̃ w̃
sequestro	brazil	s e k w ɛ s t ɾ o
sequestro	brazil	s e k w ɛ s t ɾ u
sequestro	brazil	s e k w ɛ ʃ t ɾ u
sequestro	brazil	s ɛ k w ɛ ʃ t ɾ u
sequestro	portugal	s ɨ c ɛ ʃ t ɾ u
sequestro	portugal	s ɨ k w ɛ ʃ t ɾ u
sequidão	portugal	s ɨ k w i ð ɐ̃ w̃
sequinho	portugal	s ɨ c i ɲ u
sequiosa	portugal	s ɨ k j ɔ z ɐ
sequiosamente	portugal	s ɨ k j ɔ z ɐ m ẽ t ɨ
sequiosas	portugal	s ɨ k j ɔ z ɐ ʃ
sequioso	portugal	s ɨ k w i o z u
sequiosos	portugal	s ɨ k j u z u ʃ
sequência	brazil	s e k w ẽ s j ɐ
sequência	portugal	s ɨ k w ẽ s j ɐ
seqüencial	brazil	s e k w ẽ s i a w
seqüencial	portugal	s ɨ k w ẽ s j a l
seqüestrado	brazil	s e k w ɛ ʃ t ɾ a d u
seqüestrado	portugal	s ɨ k w ʃ t ɾ a ð u
seqüestrar	brazil	s e k w ɛ s t ɾ a x
seqüestrar	brazil	s e k w ɛ ʃ t ɾ a x
seqüestrar	portugal	s ɨ k w ʃ t ɾ a ɾ
seqüestraram	brazil	s e k w ɛ ʃ t ɾ a ɾ ɐ̃ w̃
seqüestraram	portugal	s ɨ k w ʃ t ɾ a ɾ ɐ̃ w̃
seqüestrava	portugal	s ɨ k w ʃ t ɾ a v ɐ
seqüestração	portugal	s ɨ k w ʃ t ɾ ɐ s ɐ̃ w̃
seqüestro	brazil	s e k w ɛ ʃ t ɾ u
seqüestro	portugal	s ɨ k w ɛ ʃ t ɾ u
seqüestrá	brazil	s e k w ɛ ʃ t ɾ a
seqüência	portugal	s ɨ k w ẽ s j ɐ
seqüências	brazil	s e k w ẽ s i ɐ s
seqüências	portugal	s ɨ k w ẽ s j ɐ ʃ
ser	brazil	s e x
ser	portugal	s e ɾ
sera	brazil	s e ɾ ɐ
sera	portugal	s ɛ ɾ ɐ
serafim	portugal	s ɛ ɾ a f ĩ
serafina	brazil	s e ɾ a f i n ɐ
serafina	portugal	s ɛ ɾ ɐ f i n ɐ
serafins	portugal	s ɛ ɾ a f ĩ ʃ
serajevo	portugal	s ɛ ɾ a ʒ e v u
seraphim	portugal	s ɛ ɾ ɐ p ɣ a ĩ
seraphita	portugal	s ɛ ɾ a p i t ɐ
serapião	portugal	s ɛ ɾ a p j ɐ̃ w̃
seraõ	portugal	s ɨ ɾ õ
serei	brazil	s e ɾ e j
serei	portugal	s ɨ ɾ e j
sereia	brazil	s e ɾ e j a
sereia	brazil	s e ɾ e j ɐ
sereia	portugal	s ɨ ɾ e j ɐ
sereia	portugal	s ɨ ɾ ɐ j ɐ
sereias	portugal	s ɨ ɾ ɐ j ɐ ʃ
sereis	portugal	s ɨ ɾ ɐ j ʃ
serem	brazil	s e ɾ ẽ j̃
serem	portugal	s e ɾ ɐ̃ j̃
seremos	brazil	s e ɾ e m u s
seremos	portugal	s ɨ ɾ e m u ʃ
serena	brazil	s e ɾ e n ɐ
serena	portugal	s ɨ ɾ ɨ n ɐ
serenada	portugal	s ɨ ɾ ɨ n a ð ɐ
serenai	portugal	s ɨ ɾ ɨ n a j
serenam	portugal	s ɨ ɾ ɨ n ɐ̃ w̃
serenamente	portugal	s ɨ ɾ ɨ n ɐ m ẽ t ɨ
serenando	portugal	s ɨ ɾ ɨ n ɐ̃ d u
serenar	portugal	s ɨ ɾ ɨ n a ɾ
serenara	portugal	s ɨ ɾ ɨ n a ɾ ɐ
serenaram	portugal	s ɨ ɾ ɨ n a ɾ ɐ̃ w̃
serenas	brazil	s e ɾ e n ɐ s
serenas	portugal	s ɨ ɾ ɨ n ɐ ʃ
serenasse	portugal	s ɨ ɾ ɨ n a s ɨ
serenatas	portugal	s ɨ ɾ ɨ n ɐ t ɐ ʃ
serenavam	portugal	s ɨ ɾ ɨ n a v ɐ̃ w̃
serene	portugal	s ɨ ɾ ɛ n ɨ
serenidade	brazil	s e ɾ e ɲ i d a dʒ i
serenidade	portugal	s ɨ ɾ ɨ n i ð a ð ɨ
serenidades	portugal	s ɨ ɾ ɨ n i ð a ð ɨ ʃ
sereno	brazil	s e ɾ e n u
sereno	portugal	s ɨ ɾ ɨ n u
serenos	portugal	s ɨ ɾ ɨ n u ʃ
serenou	portugal	s ɨ ɾ ɨ n o w
serená	portugal	s ɨ ɾ ɨ n a
sereníssima	portugal	s ɨ ɾ ɨ n i s i m ɐ
serepta	portugal	s ɨ ɾ ɛ p t ɐ
seres	brazil	s e ɾ i s
seres	brazil	s e ɾ i ʃ
seres	portugal	s ɛ ɾ ɨ ʃ
seresteiro	portugal	s ɨ ɾ ɨ ʃ t ɐ j ɾ u
sergei	brazil	s e x ʒ e j
sergei	portugal	s ɨ ɾ ʒ ɐ j
sergio	brazil	s e x ʒ j u
sergio	portugal	s ɨ ɾ ʒ j u
sergipana	brazil	s e x ʒ i p ɐ n ɐ
sergipe	brazil	s e x ʒ i p i
sergipe	portugal	s ɨ ɾ ʒ i p i
serguei	brazil	s e x ɟ e j
serguera	portugal	s e ɾ ɟ e ɾ ɐ
serguerá	portugal	s e ɾ ɟ e ɾ a
seria	brazil	s e ɾ i ɐ
seria	portugal	s ɨ ɾ i ɐ
seriadas	portugal	s ɨ ɾ i a d ɐ ʃ
seriado	brazil	s e ɾ i a d u
seriado	portugal	s ɨ ɾ i a ð u
seriados	portugal	s ɨ ɾ i a ð u ʃ
seriam	brazil	s e ɾ i ɐ̃ w̃
seriam	portugal	s ɨ ɾ i ɐ̃ w̃
seriamente	brazil	s e ɾ i a m ẽ tʃ i
seriamente	portugal	s ɛ ɾ j ɐ m ẽ t ɨ
seriamos	portugal	s ɨ ɾ i a m u ʃ
seriar	brazil	s e ɾ i a x
seriar	brazil	s e ɾ j a x
seriar	portugal	s ɨ ɾ i a ɾ
serias	portugal	s ɛ ɾ j ɐ ʃ
seriação	brazil	s e ɾ i a s ɐ̃ w̃
seriação	portugal	s ɛ ɾ j ɐ s ɐ̃ w̃
sericita	brazil	s e ɾ i s i t ɐ
sericita	portugal	s ɨ ɾ i s i t ɐ
sericóias	portugal	s ɨ ɾ i k ɔ j ɐ ʃ
seridó	brazil	s e ɾ i d ɔ
seridó	portugal	s ɨ ɾ i ð ɔ
serie	portugal	s ɛ ɾ j ɨ
seriedade	portugal	s ɛ ɾ j ɛ ð a ð ɨ
seriemas	portugal	s ɛ ɾ j ɨ m ɐ ʃ
serifa	brazil	s e ɾ i f a
serifa	brazil	s e ɾ i f ɐ
serigotes	portugal	s ɨ ɾ i ɣ u t ɨ ʃ
seringa	brazil	s e ɾ ĩ ɡ ɐ
seringa	portugal	s ɨ ɾ ĩ ɡ ɐ
seringais	portugal	s ɨ ɾ ĩ ɡ a i ʃ
seringal	portugal	s ɨ ɾ ĩ ɡ a l
seringueiras	brazil	s e ɾ ĩ ɟ e j ɾ ɐ s
seringueiras	portugal	s ɨ ɾ ĩ ɡ ɐ j ɾ ɐ ʃ
seringueiro	portugal	s ɨ ɾ ĩ ɡ ɐ j ɾ u
seringueiros	portugal	s ɨ ɾ ĩ ɡ ɐ j ɾ u ʃ
serio	portugal	s ɛ ɾ j u
serios	portugal	s ɛ ɾ j u ʃ
seriíssima	portugal	s ɨ ɾ i s i m ɐ
seriíssimo	portugal	s ɛ ɾ j i s i m u
seriíssimos	portugal	s ɛ ɾ j i s i m u ʃ
serjali	portugal	s ɨ ɾ ʒ ɐ l i
serlomirdin	brazil	s e x l o m i x dʒ ĩ
sermonista	portugal	s e ɾ m u n i ʃ t ɐ
sermonários	portugal	s e ɾ m u n a ɾ j u ʃ
sermos	brazil	s e x m u s
